,Unnamed: 0,Grc,Arm,O,Lemma,Gram,Eng
1282,3.17,δοῦναι,4 տալ pr եւ [and],მიცემად ,მიცემა,N.Adv.Sg,give
1283,3.17,Τωβια,7Տուբիայ [T'ubia-y],"ტობიასა, [t'obia-sa]",ტობია,PN.Dat.Sg,Tobia
1284,3.17,τῷ υἱῷ,8որդւոյ ,ძესა ,ძე,N.Dat.Sg,son
1285,3.17,Τωβιτ,9Տուբիթայ. [T'ubit-ay],"ტობისსა, [t'obi-ssa]",ტობი,PN.Gen.Sg,Tobit
1286,3.17,γυναῖκα,6կին ,ცოლად; ,ცოლ,N.Adv.Sg,wife
1287,3.17,καὶ,×,და ,და,CONJ,and
1288,3.17,δῆσαι,1հանել  ,შეკრვად,შეკრვა,N.Adv.Sg,bind
1289,3.17,Ασμοδαυν,2զԱզմոդ [z-Azmod],"ასმოდეოს, [asmodeos]",ასმოდეოს,PN.Abs.Sg,Asmodaios
1290,3.17,τὸ πονηρὸν,×,ბოროტი ,ბოროტ,ADJ.Nom.Sg,wicked
1291,3.17,δαιμόνιον,"3դեւն,  ","ეშმაკი, ",ეშმაკ,N.Nom.Sg,devil
1292,3.17,διότι,վասն զի  ,რაჲთა ,რაჲთა,CONJ,that
1293,3.17,Τωβια,Տուբիայ  [T'ubia-y],ტობია [t'obia],ტობია,PN.Nom.Sg,Tobia
1294,3.17,ἐπιβάλλει,ա՛նկ իսկ էր  ,იხუჱდროს ,ხუჱდრ,V.S3.O3.Sg,fall
1295,3.17,κληρονομῆσαι,ժառանգել  ,დამკჳდრებად ,დამკჳდრება,N.Adv.Sg,inherit
1296,3.17,αὐτήν ,զնա:  ,იგი.,იგი,PRON.Nom.Sg,he
1297,3.17,ἐν αὐτῷ τῷ καιρῷ , ՛ինմին ժամանակի  pr Եւ [and],მას ჟამსა ,ჟამ,N.Dat.Sg,time
1298,,,,ოდეს,ოდეს,ADV,when
1299,3.17,ἐπιστρέψας ,դարձա՛ւ  ,მოვიდა,ვიდ,V.S3.Sg,come
1300,3.17,Τωβιτ ,Տուբիթ  [T'ubit],ტობი [t'obi],ტობი,PN.Nom.Sg,Tobit
1301,,,,და ,და,CONJ,and
1302,3.17,εἰσῆλθεν, եմուտ  pr եւ [and],შევიდა ,ვიდ,V.S3.Sg,enter
1303,3.17,εἰς τὸν οἶκον ,՛ի տունն ,სახედ,სახლ,N.Adv.Sg,house
1304,3.17,αὐτοῦ , իւր.  ,თჳსა;,თჳს,PRON.Gen.Sg,self
1305,3.17,καὶ ,եւ  ,და,და,CONJ,and
1306,3.17,Σαρρα,Սառա  [Saṙa],"სარა, [sara]",სარა,PN.Nom.Sg,Sara
1307,3.17,ἡ ,դուստրն  ,ასული,ასულ,N.Nom.Sg,daughter
1308,3.17,τοῦ Ραγουηλ,Հռագուելայ  [Hṙaguel-ay],"ჰრაგუელისი, [hraguel-isi]",ჰრაგუელ,PN.Gen.Sg,Hraguel
1309,3.17,κατέβη,է՛ջ  ,გარდამოვიდა,ვიდ,V.S3.Sg,descend
1310,3.17,ἐκ τοῦ ὑπερῴου,՛ի  վերնատանէ  ,ქორთაგან,ქორ,N.Gen.Pl,room
1311,3.17,αὐτῆς,իւրմէ,თჳსთა.,თჳს,PRON.Gen.Sg,self
1312,4.1,ἐν τῇ ἡμέρᾳ ,յաւուր pr Եւ [and],მას ჟამსა ,ჟამ,N.Dat.Sg,that time
1313,4.1,ἐκείνῃ ,յայնմիկ,,,,
1314,4.1,ἐμνήσθη , յիշեաց ,მოიჴსენა ,ჴსენ,V.S3.O3.Sg,remember
1315,4.1,Τωβιτ ,×,ტობი [t'obi],ტობი,PN.Erg.Sg,Tobit
1316,4.1,περὶ τοῦ ἀργυρίου ,"զարծաթն, ","ვეცხლი იგი, ",ვეცხლ,N.Nom.Sg,silver
1317,4.1,οὗ ,զոր ,რომელი ,რომელ,PRON.Nom.Sg,which
1318,4.1,παρέθετο ,եդ ,ვედრად ,ვედრ,N.Adv.Sg,deposit
1319,,,,მიეცა,ც,V.S3.O3.Sg,give
1320,4.1,Γαβαηλ,առ Գաբայելայ [Gabayel-ay],გაბაელს [gabael-s],გაბაელ,PN.Dat.Sg,Gabael
1321,4.1,ἐν Ῥάγοις ,՛ի Հռագիւս [Hṙag-iws] +քաղաքի յերկրին [in city of land],ჰრაგუელსა [hrguel-s],ჰრგუელ,PN.Dat.Sg,Raguel
1322,4.1,τῆς Μηδίας,Մարաց: [Mara-c],ხუჟიკეთისასა [xužik'et-isasa],ხუჟიკეთ,PN.Gen.Sg,Media
1323,,,,,,,
1324,,GI,Arm,OGeo,Lemma,Gram,Eng
1325,4.2,καὶ,Եւ ,და ,და,CONJ,and
1326,,,,,,,
1327,4.2,εἶπεν ,ասէ +նա [he],თქუა ,თქუ,V.S3.O3.Sg,say
1328,4.2,ἐν τῇ καρδίᾳ, ՛ի միտս [in mind],გულსა ,გულ,N.Dat.Sg,heart
1329,4.2,αὐτοῦ, իւր. ,თჳსსა:,თჳს,PRON.Dat.Sg,self
1330,4.2,ἐγὼ ,Ես ,მე ,მე,PRON.Erg.Sg,I
1331,4.2,ᾐτησάμην ,խնդրեցի ,ვითხოე ,თხოვ,V.S1.O3.Sg,ask
1332,4.2,θάνατον ,"մա՛հ + անձինս իմոյ, [of myself]","სიკუდილი, ",სიკუდილ,N.Nom.Sg,death
1333,4.2,τί ,ընդէ՞ր ,რაჲსა ,რაჲსა,PRT,why
1334,4.2,οὐ ,ո՛չ ,არა ,არა,PRT,not
1335,4.2,καλῶ ,կոչեմ ,მოუწოდე ,წოდ,V.S2.O3.Sg,call
1336,4.2,Τωβιαν ,զՏուբիա [z-T'ubia],"ტობიას, [t'obia-s]",ტობია,PN.Dat.Sg,Tobia
1337,4.2,τὸν υἱόν ,զորդին ,ძესა ,ძე,N.Dat.Sg,son
1338,4.2,μου ,"իմ, ","ჩემსა, ",ჩემ,PRON.Dat.Sg,my
1339,4.2,ἵνα ,եւ [and],რაჲთა ,რაჲთა,PRT,why
1340,4.2,ὑποδείξω ,1ցուցանեմ +զամենայն [all],ვაუწყო  ,უწყ,V.S1.O3.Sg,let know
1341,4.2,αὐτῷ ,2նմա ,მას,იგი,PRON.Dat.Sg,he
1342,4.2,πρὶν,մինչչեւ՛ ,ვიდრე ,ვიდრე,PRT,until
1343,4.2,ἀποθανεῖν ,մեռեալ ,სიკუდილდმდე,სიკუდილ,N.Adv.Sg,death
1344,4.2,με,իցեմ:,ჩემდა,ჩემ,PRON.Dat.Sg,my
1345,,,,,,,
1346,,GI,Arm,OGeo,Lemma,Gram,Eng
1347,4.3,καὶ ,Եւ ,და ,და,CONJ,and
1348,,,,,,,
1349,4.3,καλέσας ,կոչեաց ,მოუწოდა ,წოდ,V.S3.O3.Sg,call
1350,4.3,αὐτὸν ,զնա ,მას ,იგი,PRON.Dat.Sg,he
1351,4.3,καὶ,եւ ,და ,და,CONJ,and
1352,4.3,εἶπεν ,ասէ ,ჰრქუა: ,რქუ,V.S3.O3.Sg,tell
1353,4.3,παιδίον , Որդեա՛կ +իմ: [my],"ყრმაო,",ყრმა,N.Voc.Sg,young man
1354,4.3,ἐὰν , եթէ ,"მო-რა-ვკუდე, ",რაჲ,PRT,when
1355,,,,,,,
1356,4.3,ἀποθάνω ,մեռանիցիմ +ես` [I],,კუდ,V.S1.Sg,die
1357,4.3,θάψον ,թաղեսջի՛ր ,დამფალ ,ფალ,V.S2.O1.Sg,burry
1358,4.3,με ,զիս` ,მე,მე,PRON.Nom.Sg,I
1359,4.3,καὶ ,եւ ,და,და,CONJ,and
1360,4.3,μὴ ,մի՛ ,ნუ,ნუ,PRT,not
1361,4.3,ὑπερίδῃς ,"անարգիցես, +եւ կամ անտես առնիցես [and or ignore]",უგულებელს-ჰყოფ ,უგულებელს-ყოფა,V.S2.O3.Sg,dishonor
1362,4.3,τὴν μητέρα ,զմայրս  ,დედასა ,დედა,N.Dat.Sg,mother
1363,4.3,σου ,քո.,"შენსა,  ",შენ,PRON.Dat.Sg,your
1364,4.3,τίμα , պատուեսցե՛ս pr այլ [but],პატიოსნად ,პატიოსან,ADV,honestly
1365,,,,იპყარ,პყარ,V.S2.Sg,treat
1366,4.3,αὐτὴν ,զսա ,იგი,იგი,PRON:Nom.Sg,she
1367,4.3,πάσας ,զամենայն ,ყოველთა,ყოველ,PRON:Dat.Pl,all
1368,4.3,τὰς ἡμέρας,աւուրս ,დღეთა,დღე,N.Dat.Pl,day
1369,4.3,τῆς ζωῆς ,կենաց ,ცხორებისა,ცხორება,N.Gen.Sg,life
1370,4.3,σου ,"քոց, ",შენისათა ,შენ,PRON.Gen.Pl,your
1371,4.3,καὶ ,եւ ,და ,და,CONJ,and
1372,4.3,ποίει ,արասցես +սմա զամենայն ինչ որ [to this everything which],ჰყოფდი ,ყოფა,V.S2.O3.Sg,do
1373,4.3,τὸ ἀρεστὸν ,հաճո՛յ +է [is],სათნოებასა ,სათნოება,N.Dat.Sg,pleasure
1374,4.3,αὐτῇ,"սմա, ",მისსა ,მის,PRON.Gen.Sg,her
1375,4.3,καὶ,եւ ,და ,და,CONJ,and
1376,4.3,μὴ ,մի՛ ,ნუ ,ნუ,PRT,not
1377,4.3,λυπήσῃς ,տրտմեցուցանե՛ս,შეაწუხებ ,წუხ,V.S2.O3.Sg,sadden
1378,4.3,αὐτήν,զսա:,მას.,იგი,PRON.Dat.Sg,she
1379,,,,,,,
1380,,GI,Arm,OGeo,Lemma,Gram,Eng
1381,4.4,μνήσθητι ,յիշեսցես pr  եւ [and],"მოიჴსენე, ",ჴსენ,V.S2.O3.Sg,remember
1382,,,,,,,
1383,4.4,παιδίον ,դու [you],"ყრმაო, ",ყრმა,N.Voc.Sg,young man
1384,4.4,ὅτι ,զի ,რამეთუ ,რამეთუ,CONJ,that
1385,4.4,πολλοὺς ,բազում ,მრავალნი ,მრავალ,ADJ.Nom.Sg,many
1386,4.4,κινδύνους ,ճգունս ,ჭირნი ,ჭირ,N.Nom.Pl,effort
1387,4.4,ἑόρακεν,կրեաց ,იხილნა ,ხილ,V.S3.O3.Sg,see
1388,4.4,ἐπὶ σοὶ,վասն քո` ,შენ ზედა ,შენ,PRON.Dat.Sg,you
1389,4.4,ἐν τῇ κοιλίᾳ,յորովայնին: pr յորժամ էի՛ր դու [when you were],მუცელსა ,მუცელ,N.Dat.Sg,stomach
1390,4.4,αὐτῆς ,×,მისსა. ,მის,PRON.Dat,her
1391,4.4,καὶ,Եւ,და ,და,CONJ,and
1392,4.4,ὅταν , յորժամ ,ოდეს ,ოდეს,ADJ,when
1393,,,,,,,
1394,4.4,ἀποθάνῃ ,մեռանիցի`,"მოკუდეს, ",კუდ,V.S3.Sg,die
1395,4.4,θάψον , թաղեսցես ,დაჰფალ ,ფალ,V.S2.O3.Sg,burry
1396,4.4,αὐτὴν,×,იგი,იგი,PRON.Nom.Sg,she
1397,4.4,παρ᾽ ἐμοὶ ,ընդ իս ,ჩემ თანა ,მე,PRON.Dat.Sg,I
1398,4.4,τάφῳ,շիրմի:,საფლავსა ,საფლავ,N.Dat.Sg,grave
1399,4.4,ἐν ἑνὶ ,՛ի նմի՛ն ,ჩემსა ,ჩემ,NUM.Dat.Sg,my
1400,,,,,,,
1401,,,,,,,
1402,,,,,,,
1403,,GI,Arm,OGeo,Lemma,Gram,Eng
1404,4.5,πάσας , 4զամենայն ,ყოველთა ,ყოველ,N.Dat.Pl,all
1405,,,,,,,
1406,4.5,τὰς ἡμέρας ,5աւուրս +կենաց [of  life],"დღეთა, ",დღე,N.Dat.Pl,day
1407,4.5,παιδίον ,×,"შვილო, ",შვილ,N.Voc.Sg,child
1408,4.5,κυρίου ,2զՏէր ,უფალი ,უფალ,N.Nom.Sg,Lord
1409,4.5,τοῦ θεοῦ ,3Աստուած,ღმერთი ,ღმერთ,N.Nom.Sg,God
1410,4.5,ἡμῶν , քո [your],ჩუენი ,ჩუენ,PRON.Nom.Pl,our
1411,4.5,μνημόνευε,1յիշեա՛ +դու [you],გეჴსენინ ,ჴსენ,V.S2.O3.Sg,remember
1412,4.5,καὶ ,եւ ,და ,და,CONJ,and
1413,4.5,μὴ,մի՛ ,ნუ ,ნუ,PRT,not
1414,4.5,θελήσῃς,×,ინებებ ,ნებ,V.S3.O3.Sg,want
1415,4.5,ἁμαρτάνειν ,"մեղանչիցես +դու, [you]",ცოდვათ ,ცოდვა,N.Adv.Sg,sin
1416,4.5,παραβῆναι ,անցանիցես,გარდასლვად ,გარდასლვა,N.Adv.Sg,pass
1417,4.5,τὰς ἐντολὰς ,զպատուիրանօք ,მცნებათა ,მცნება,N.Dat.Pl,commandment
1418,4.5,αὐτοῦ,նորա. +այլ [but],მისთა. ,მის,PRON.Gen.Pl,his
1419,4.5,δικαιοσύνην , 2զարդարութիւն  ,სიმართლესა ,სიმართლე,N.Dat.Sg,truth
1420,4.5,ποίει ,1 առնիցես,იქმოდე ,ქმ,V.S2.O3.Sg,do
1421,4.5,πάσας ,յամենայն,ყოველთა ,ყოველ,N.Dat.Pl,all
1422,4.5,τὰς ἡμέρας , ՛ի կեանս ,დღეთა ,დღე,N.Dat.Pl,day
1423,4.5,τῆς ζωῆς ,×,ცხორებისა ,ცხორება,N.Gen.Sg,life
1424,4.5,σου ,քո. ,შენისათა ,შენ,PRON.Gen.Sg,your
1425,4.5,καὶ ,եւ ,და ,და,CONJ,and
1426,4.5,μὴ ,մի՛ ,ნუ,ნუ,PRT,not
1427,4.5,πορευθῇς ,գնասցես+ դու [you],მიხუალ ,ვალ,V.S2.Sg,go
1428,4.5,ταῖς ὁδοῖς ,՛ի ճանապարհս,გზათა,გზა,N.Dat.Pl,road
1429,4.5,τῆς ἀδικίας,անիրաւութեան.,სირცუვისათა. ,სიცრუვე,N.Gen.Pl,lie
1430,,,,,,,
1431,,GI,Arm,OGeo,Lemma,Gram,Eng
1432,4.6,διότι ,զի  ,რამეთუ ,რამეთუ ,CONJ,that
1433,,,,,,,
1434,4.6,ποιοῦντός, առնիցես pr յորժամ [when],იქმოდი ,ქმ,V.S2.O3.Sg,do
1435,,,,რაჲ ,რაჲ,PRT,when
1436,4.6,σου ,դու  ,შენ ,შენ,PRON.Nom.Sg,you
1437,4.6,τὴν ἀλήθειαν ,զճշմարտութիւն`  ,"ჭეშმარიტებასა, ",ჭეშმარიტება,N.Dat.Sg,justice
1438,4.6,εὐοδίαι ,յաջողեսցի՛ն +ամենայն ,წარმართებულ ,წარმართებულ,N.Abs.Sg,succeed
1439,,,[all],,,,
1440,4.6,ἔσονται,×,იყვნენ ,ყოფა,V.S3.Pl,be
1441,4.6,ἐν τοῖς ἔργοις ,գործք  ,საქმენი ,საქმე,N.Nom.Pl,work
1442,4.6,σου,քո.  ,შენნი ,შენ,PRON.Nom.Pl,your
1443,4.6,καὶ ,եւ  ,და ,და,CONJ,and
1444,,,,,,,
1445,4.6,πᾶσι ,ամենեցուն  ,"ყოველნი, ",ყოველ,N.Nom.Pl,all
1446,,τοῖς,,რომელნი,რომელ,Pron.Nom.Pl,which
1447,4.6,ποιοῦσι ,որոցգործեն  ,იქმოდიან ,ქმ,V.S3.Pl,do
1448,4.6,τὴν δικαιοσύνην ,զարդարութիւն,სიმართლესა. ,სიმართლე,N.Dat.Sg,truth
1449,,,,,,,
1450,,GI,Arm,OGeo,Lemma,Gram,Eng
1451,4.7,ἐκ τῶν ὑπαρχόντων ,Յընչից  ,ნაყოფთაგან ,ნაყოფ,N.Gen.Sg,fruit
1452,4.7,σοι ,քոց  ,შენთა ,შენ,PRON.Dat.Pl,your
1453,4.7,ποίει ,առնիցես  ,ჰყოფდი ,ყოფა,V.S2.O3.Sg,do
1454,4.7,ἐλεημοσύνην ,զողորմութիւնս.  ,წყალობასა ,წყალობა,N.Dat.Sg,mercy
1455,4.7,καὶ ,եւ  ,და ,და,CONJ,and
1456,4.7,μὴ ,մի՛  ,ნუ ,ნუ,PRT,not
1457,4.7,φθονεσάτω ,ագահիցէ  ,გეშურობნ ,შურ,V.S2.O3.Sg,be avaricius
1458,4.7,ὁ ὀφθαλμὸς ,ակն  ,თუალი  ,თუალ,N.Nom.Sg,eye
1459,4.7,σου ,քո  ,შენი,შენ,PRON.Nom.Sg,your
1460,4.7,ἐν τῷ ποιεῖν ,առնիցես  pr յորժամ [when],ყოფად ,ყოფა,N.Adv.Sg,make
1461,4.7,ἐλεημοσύνην ,զողորմութիւնն.  ,მოწყალებისა,მოწყალება,N.Gen.Sg,mercy
1462,4.7,σε ,×,"შენისა,",შენ,PRON:Gen.Sg,your
1463,4.7,μὴ , մի՛ pr եւ [and],ნუ ,ნუ,PRT,not
1464,4.7,ἀποστρέψῃς ,դարձուցանիցես  ,უგულებელს-ჰყოფ ,უგულებელს-ყოფა,V.S2.O3.Sg,ignore
1465,4.7,πτωχοῦ,աղքատոյ.  ,"გლახაკთა,",გლახაკ,N.Gen.Pl,poor
1466,4.7,καὶ ,եւ  ,რაჲთა ,რაჲთა,CONJ,that
1467,4.7,οὐ μὴ ,ո՛չ  ,არა ,არა,PRT,not
1468,4.7,ἀποστραφῇ ,դարձուսցէ  ,მიიქცეს,ქეც,V.S2.O3.Sg,turn
1469,4.7,ἀπὸ σοῦ ,՛ի քէն  ,შენგან,შენ,PRON.Dat.Sg,you-from
1470,4.7,τὸ πρόσωπον ,2զերեսս +իւր [his],პირი ,პირ,N.Nom.Sg,face
1471,4.7,τοῦ θεοῦ,1 Աստուած pr Տէր [Lord],ღმრთისაჲ. ,ღმერთ,N.Gen.Sg,God
1472,,,,,,,
1473,,GI,Arm,OGeo,Lemma,Gram,Eng
1474,4.8,ὡς,Որչափ եւ ,ვითარცა ,ვითარცა,CONJ,as
1475,4.8,ὑπάρχει ,1իցէ՛ ,გაქუნდეს ,ქუ,V.S2.O3.Sg,have
1476,4.8,σοὶ ,2քո` ,"შენ, ",შენ,PRON.Dat.Sg,you
1477,4.8,κατὰ τὸ πλῆθος ,ըստ նմի՛ն բազմութեան ,სიმართლისაებრ,სიმართლე,N.Gen.Sg,truth
1478,4.8,ποίησον,արասցես ,ჰყოფდი ,ყოფა,V.S2.O3.Sg,do
1479,4.8,ἐλεημοσύνην ,զողորմութիւնսն:,"წყალობასა, ",წყალობა,N.Dat.Sg,mercy
1480,4.8,ἐὰν ,եթէ ,უკუეთუ,უკუეთუ,CONJ,whether
1481,,,,,,,
1482,4.8,ὀλίγον ,սակա՛ւ իցէ ,მცირედი ,მცირედ,N.Nom.Sg,few
1483,4.8,ὑπάρχῃ ,×,"გაქუნდეს, ",ქუ,V.S2.O3.Sg,have
1484,4.8,κατὰ τὸ ὀλίγον,"ըստ սակաւին, ",მცირედისაებრ ,მცირედ,N.Gen.Sg,few
1485,,,,+ჰყოფდი,ყოფა,V.S2.O3.Sg,do
1486,,,,წყალობასა,წყალობა,N.Dat.Sg,mercy
1487,4.8,μὴ , մի՛ pr եւ [and],ნუ ,ნუ,PRT,not
1488,4.8,φοβοῦ ,յապաղիցես ,გეშინინ ,შინ,V.S2.O3.Sg,fear
1489,,,,,,,
1490,,,,,,,
1491,,GI,Arm,OGeo,Lemma,Gram,Eng
1492,4.9,γὰρ ,1զի,რამეთუ,რამეთუ,CONJ,that
1493,4.9,θέμα , 2գանձս ,უნჯი ,უნჯ,N.Nom.Sg,trasure
1494,,,,,,,
1495,4.9,ἀγαθὸν ,բարիս ,კეთილი ,კეთილ,ADJ.Nom.Sg,kind
1496,4.9,θησαυρίζεις ,գանձեսցես ,დაიუნჯო ,უნჯ,V.S2.O3.Sg,treasure
1497,4.9,σεαυτῷ ,քեզ ,თავისა შენისა ,თავ,PRON.Gen,self
1498,,,,,შენ,PRON.Gen,your
1499,4.9,εἰς ἡμέραν ,յաւուրն ,დღესა მას ,დღე,N.Dat.Sg,day
1500,4.9,ἀνάγκης,կենաց քոց: [of your life],ჭირისასა. ,ჭირ,N.Gen.Sg,plague
1501,,,,,,,
1502,,,,,,,
1503,,,,,,,
1504,,GI,Arm,OGeo,Lemma,Gram,Eng
1505,4.1,διότι ,զի ,რამეთუ ,რამეთუ,CONJ,that
1506,4.1,ἐλεημοσύνη ,ողորմութիւնք ,მოწყალებაჲ ,მოწყალება,N.Nom.Sg,mercy
1507,4.1,ἐκ θανάτου ,2՛ի մահուանէ.,სიკუდილისაგან ,სიკუდილ,N.Gen.Sg,death
1508,4.1,ῥύεται,1փրկեն ,"იჴსნის, ",ჴსენ,V.S3.O3.Sg,save
1509,4.1,οὐκ , ո՛չ ,არა ,არა,PRT,not
1510,4.1,ἐᾷ ,տան ,უტევის ,ტევ,V.S3.O3.Sg,leave
1511,4.1,εἰσελθεῖν,մտանել ,შესლვა,შესლვა,N.Nom.Sg,enter
1512,4.1,εἰς τὸ σκότος,՛ի խաւարն:,ბნელსა.,ბნელ,ADJ.Dat.Sg,dark
1513,,,,,,,
1514,,GI,Arm,OGeo,Lemma,Gram,Eng
1515,4.11,δῶρον ,Պարգեւք ,ნიჭი ,ნიჭ,N.Nom.Sg,gift
1516,,,,,,,
1517,4.11,ἀγαθόν,բարի՛ք ,კეთილი ,კეთილ,ADJ.Nom.Sg,kind
1518,4.11,ἐστιν ,են ,არს ,არ-ს,V.S3.Sg,be
1519,4.11,ἐλεημοσύνη ,ողորմութիւնք ,მოწყალებაჲ ,მოწყალება,N.Nom.Sg,mercy
1520,4.11,πᾶσι ,ամենեցուն ,"ყოველთა, ",ყოველ,N.Gen.Pl,all
1521,4.11,τοῖς ,որ ,რომელთა ,რომელ,PRON.Dat.Pl,which
1522,,ποιοῦσιν,առնեն ,ყონ,ყოფა,V.S3.O3.Pl,do
1523,4.11,αὐτὴν ,զնա ,იგი ,იგი,PRON.Nom.Sg,it
1524,4.11,ἐνώπιον ,առաջի ,წინაშე ,წინაშე,ADV,before
1525,4.11,τοῦ ὑψίστου,Աստուծոյ:,მაღლისა.,მაღალ,N.Gen.Sg,great
1526,,GI,Arm,OGeo,Lemma,Gram,Eng
1527,4.12,πρόσεχε ,զգո՛յշ լինիջիր pr Եւ [and],"ეკრძალე, ",კრძალ,V.S3.O3.Sg,be careful
1528,,,,,,,
1529,4.12,παιδίον ,2դու [you] ,"ყრმაო, ",ყრმა,N.Voc.Sg,young man
1530,4.12,ἀπὸ πάσης ,×,ყოვლისაგან,ყოველ,PRON.Gen.Sg,all
1531,4.12,πορνείας ,՛ի պոռնկութենէ. ,"სიძვისა, ",სიძვა,N.Gen.Sg,prostitution
1532,4.12,καὶ ,եւ ,და ,და,CONJ,and
1533,4.12,γυναῖκα ,2կին` ,ცოლი,ცოლ,N.Nom.Sg,wife
1534,4.12,πρῶτον ,×,პირველად ,პირველ,N.Adv.Sg,first
1535,4.12,λαβὲ ,1առնուցուս +դու [you],მოიყვანე ,ყვან,V.S2.O3.Sg,bring
1536,4.12,ἀπὸ τοῦ σπέρματος ,՛ի զաւակէ՛ ,ნათესავისაგან ,ნათესავ,N.Gen.Sg,relative
1537,4.12,τῶν πατέρων ,հարց ,მამათა ,მამა,N.Gen.Pl,father
1538,4.12,σου,քոց. ,შენთასა.,შენ,PRON.Gen.Pl,your
1539,4.12,μὴ,մի՛pr եւ [and],ნუ ,ნუ,PRT,not
1540,4.12,λάβῃς,առնուցուս + դու [you],მოიყვანებ ,ყვან,V.S2.O3.Sg,bring
1541,4.12,γυναῖκα,կին` ,ცოლად ,ცოლ,N.Adv.Sg,wife
1542,4.12,ἀλλοτρίαν,յազգէ օտարէ. ,"უცხოთესლსა, ",უცხოთესლ,N.Dat.Sg,foreigner
1543,4.12,ἣ,×,რომელი,რომელ,PRON.Nom.Sg,which
1544,4.12,οὐκ,×,არა ,არა,PRT,not
1545,4.12,ἔστιν,×,იყოს,ყოფა,V.S2.Sg,be
1546,4.12,ἐκ τῆς φυλῆς,×,ტომი,ტომ,N.Nom.Sg,tribe
1547,4.12,τοῦ πατρός ,×,მამათა ,მამა,N.Dat.Pl,father
1548,4.12,σου,×,"შენთა, ",შენ,PRON.Nom.Pl,your
1549,4.12,διότι ,զի ,რამეთუ ,რამეთუ,CONJ,that
1550,4.12,υἱοὶ ,որդիք,ძენი ,ძე,N.Nom.Pl,son
1551,4.12,προφητῶν ,մարգարէի՛ց ,წინაწარმეტყუელთანი ,წინაწარმეტყუელ,N.Gen.Pl,prophet
1552,4.12,ἐσμεν , եմք`,ვართ: ,ყოფა,V.S1.Pl,be
1553,4.12,Νωε ," Նոյի, [Noy-i]","ნოესი, [noe-si]",ნოე,PN.Gen,Noe
1554,4.12,Αβρααμ,"Աբրահամու, [Abraham-u]","აბრაამისი, [abraam-isi]",აბრაამ,PN.Gen,Abraham
1555,4.12,Ισαακ ,"Սահակայ, [Sahak'a-y]","ისაკისი, [isak'-isi]",ისაკ,PN.Gen,Isaak
1556,4.12,Ιακωβ , Յակոբու [Hak'ob-u] pr եւ [and],იაკობისი. [iak'ob-isi],იაკობ,PN.Gen,Jakob
1557,4.12,οἱ πατέρες ,հարցնմերոց ,მამანი ,მამა,N.Nom.Pl,father
1558,4.12,ἡμῶν ,×,ჩუენნი ,ჩუენ,PRON.Gen.Pl,our
1559,4.12,ἀπὸ τοῦ αἰῶνος ,առաջնոց: ,საუკუნითგან ,საუკუნე,N.Gen.PL,century
1560,4.12,μνήσθητι ,Յիշեա՛ + դու [you],"მოიჴსენე, ",ჴსენ,V.S2.O3.Sg,remember
1561,4.12,παιδίον ,որդեակ` ,"შვილო, ",შვილ,N.Voc.Sg,child
1562,4.12,ὅτι ,զի ,რამეთუ ,რამეთუ,CONJ,that
1563,4.12,οὗτοι,սոքա ,ამათ ,ესე,PRON.Dat.Pl,this
1564,4.12,πάντες ,ամենեքեան ,ყოველთა ,ყოველ,N.Dat.Pl,all
1565,4.12,ἔλαβον ,առին ,მოიყვანნეს ,ყვან,V.S3.O3.Pl,bring
1566,4.12,γυναῖκας ,կանայս ,ცოლნი,ცოლ,N.Nom.Pl,wife
1567,4.12,ἐκ τῶν ἀδελφῶν ,յեղբա՛րց ,ძმათაგან ,ძმა,N.Gen.Pl,brother
1568,4.12,αὐτῶν ,"իւրեանց, ",თჳსთა ,თჳს,PRON:Gen.Sg,self
1569,4.12,καὶ ,եւ ,და ,და,CONJ,and
1570,4.12,εὐλογήθησαν ,օրհնեցան ,იკურთხნეს,კურთხ,V.S3.O3.Pl,bless
1571,4.12,ἐν τοῖς τέκνοις ,յորդիս,შვილთა შორის ,შვილ,N.Dat.Pl,chil
1572,4.12,αὐτῶν ,իւրեանց.,შენთა ,შენ,PRON.Gen.Pl,your
1573,4.12,καὶ ,եւ ,და ,და,CONJ,and
1574,4.12,τὸ σπέρμα ,զաւակ ,ნათესავმან ,ნათესავ,N.Erg.Sg,relative
1575,4.12,αὐτῶν ,նոցա ,მათმან ,მათ,PRON.Erg.Pl,they
1576,4.12,κληρονομήσει ,ժառանգեսցէ ,დაიმკჳდროს ,მკჳდრ,V.S3.O3.Sg,inherit
1577,4.12,γῆν,զերկիր: ,ქუეყანაჲ.,ქუეყანა,N.Nom.Sg,country
1578,,,,,,,
1579,,GI,Arm,OGeo,Lemma,Gram,Eng
1580,4.13,καὶ ,Եւ  ,და ,და,CONJ,and
1581,,,,,,,
1582,4.13,νῦν ,×,აწ ,აწ,ADV,now
1583,,,,შენ,შენ,PRON.Voc.Sg,you
1584,4.13,παιδίον ,որդեակ` pr դու [you],"ყრმაო, ",ყრმა,N.Voc.Sg,young man
1585,4.13,ἀγάπα,սիրեսցե՛ս  ,გიყუარდენ ,ყუარ,V.S3.Pl,love
1586,,,,შენ,შენ,PRON.Dat.Sg,you
1587,4.13,τοὺς ἀδελφούς ,զեղբարս  ,ძმანი ,ძმა,N.Nom.Pl,brother
1588,4.13,καὶ ,եւ  ,და ,და,CONJ,and
