,Unnamed: 0,Grc,Arm,O,Lemma,Gram,Eng
607,5.22,ἡ ὁδὸς,զճանապարհս  ,გზაჲ ,გზა,N.Nom.Sg,road
608,5.22,αὐτοῦ ,նորա.  ,მისი ,მის,PRON.Nom.Sg,his
609,5.22,καὶ ,եւ  ,და ,და,CONJ,and
610,5.22,ὑποστρέψει ,դարձցի՛ +այսրէն [this],მოიქცეს ,ქც,V.S3.Sg,turn
611,5.22,ὑγιαίνων,ողջութեամբ,ცოცხლებით.,ცოცხლ,N.Inst.Sg,alive
612,6.1,,,მაშინ ,მაშინ,ADV,then
613,6.1,ἐπαύσατο ,դադարեաց pr ապա [then],დასცხრა ,ცხრ,V.S3.Sg,calm
614,6.1,κλαίουσα, 2՛ի լալոյ ,ტირილისაგან ,ტირილ,N.Gen.Sg-from,cry
615,,,1մայրն[mother],+დედაჲ [mother] ,დედა,N.Nom.Sg,mother
616,,,անտի: [there],მისი [his] ,მის,PRON.Nom.Sg,his
617,,,,,,,
618,,,,,,,
619,,,,,,,
620,,,,,,,
621,,GI,Arm,OGeo,Lemma,Gram,Eng
622,6.2,καὶ ,,და ,და,CONJ,and
623,6.2,ἐξῆλθεν ,,განვიდა ,ვიდ,V.S3.Sg,go
624,6.2,τὸ παιδίον,,ყრმაჲ იგი,ყრმა,N.Nom.Sg,young man
625,6.2,καὶ ,,და ,და,CONJ,and
626,6.2,ὁ ἄγγελος,,ანგელოზი იგი,ანგელოზ,N.Nom.Sg,angel
627,6.2,καὶ ,,და ,და,CONJ,and
628,6.2,ἐξῆλθεν ,,"წარემართნეს, ",მართ,V.S3.Pl,go
629,,,,და,და,CONJ,and
630,6.2,ὁ κύων ,,ძაღლი იგი ,ძაღლ,N.Nom.Sg,dog
631,6.2,μετ᾽ αὐτοῦ ,,მათ თანა. ,იგინი,PRON.Nom.Pl,they
632,6.2,οἱ δὲ ,Եւ +նոքա  [they],და,და,CONJ,and
633,6.2,πορευόμενοι ,գնացին  ,მოვიდეს ,ვიდ,V.S3.Pl,come
634,6.2,ἐπὶ τὸν Τίγριν ,"2Դկղ՛աթ,  [Dk'łat]",ვიდრე ,ვიდრე,CONJ,until
635,,,,,,,
636,,,,ტიგრისამდე [t'igris-amde],ტიგრის,PN.Gen.Sg,Tigris
637,6.2,ποταμὸν ,1՛ի գետն  ,მდინარისა ,მდინარე,N.Gen.Sg,river
638,6.2,καὶ ,եւ  ,და ,და,CONJ,and
639,6.2,ηὐλίζοντο ,հանգեան  ,დაადგრეს ,დგერ,V.S3.Pl,stay
640,,,,განსუენებად,განსუენება,N.Adv.Sg,rest
641,6.2,ἐκεῖ,անդ ,მუნ. ,მუნ,ADV,there
642,,,,,,,
643,,,,,,,
644,,,,,,,
645,,GI,Arm,OGeo,Lemma,Gram,Eng
646,6.3,τὸ δὲ ,Եւ ,და ,და,CONJ,and
647,6.3,κατέβη ,էջ ,შთავიდა  ,ვიდ,V.S3.Sg,go
648,6.3,παιδάριον ,պատանեակն ,ყრმაჲ იგი,ყრმა,N.Nom.Sg,young man
649,6.3,ποταμόν,յեզր գետոյն. ,მდინარესა მას,მდინარე,N.Dat.Sg,river
650,6.3,περικλύσασθαι ,լուանա՛լ ,დაბანად ,დაბანა,N.Adv.Sg,wash
651,6.3,τοὺς πόδας,×,პირისა. ,პირ,N.Gen.Sg,face
652,6.3,καὶ ,եւ ,და ,და,CONJ,and
653,6.3,ἀνεπήδησεν ,վազեաց ,მოეხჳა ,ხვ,V.S3.O3.Sg,coil
654,6.3,ἰχθὺς ,ձուկն +մի [one],თევზი ,თევზ,N.Nom.Sg,fish
655,6.3,τὸν πόδα,,ფერჴთა ,ფერჴ,N.Dat.Pl,foot
656,,,,"+მისთა,",მის,PRON.Dat.Pl,his
657,6.3,ἔκραξεν,,ჴმა-ყო ,ჴმა-ყოფა,V.S3.Sg,cry
658,,,,ყრმამან მან.,ყრმა,N.Erg.Sg,the boy
659,,,,,,,
660,,,,,,,
661,,,,,,,
662,,,,,,,
663,,GI,Arm,OGeo,Lemma,Gram,Eng
664,6.4,ὁ δὲ ,Եւ ,და ,და,CONJ,and
665,6.4,εἶπεν ,ասէ ,ჰრქუა ,რქუ,V.S3.O3.Sg,tell
666,6.4,αὐτῷ ,ցպատանեակն. [youth],მას,იგი,PRON.Dat.Sg,he
667,6.4,ἄγγελος ,հրեշտակն ,ანგელოზმან მან: ,ანგელოზ,N.Erg.Sg,angel
668,6.4,ἐπιλαβοῦ ,հար` կա՛լ  pr Բո՛ւռն [with fist],შებმა-უყავ ,შებმა-ყოფა,V.S2.O3.Sg,strike
669,,,,+მას [it],,,
670,6.4,καὶ ἐγκρατὴς,,და შეიპყარ +ეგე! [it],პყარ,V.S2.O3.Sg,seize
671,6.4,ἐκράτησεν ,կալաւ ,შეიკრძალა,კრძალ,V.S3.O3.Sg,hold
672,6.4,τὸ παιδάριον ,1պատանեակն ,ყრმამან მან,ყრმა,N.Erg.Sg,young man
673,6.4,τὸν ἰχθὺν ,"2զձուկն, ","თევზი იგი,",თევზ,N.Nom.Sg,fish
674,6.4,καὶ ,եւ ,და,და,CONJ,and
675,6.4,ἀνέβαλεν ,հան ,აღმოიღო ,ღ,V.S3.O3.Sg,take
676,6.4,αὐτὸν ,զնա ,იგი ,იგი,PRON:Nom.Sg,it
677,6.4,ἐπὶ τὴν γῆν,՛ի ցամաք:,ჴმელად ,ჴმელ,ADJ.Adv.Sg,dry
678,,,,ქუეყანად. ,ქუეყანა,N.Adv.Sg,land
679,,,,,,,
680,,,,,,,
681,,GI,Arm,OGeo,Lemma,Gram,Eng
682,6.5,καὶ ,Եւ  ,და ,და,CONJ,and
683,6.5,εἶπεν ,ասէ  ,ჰრქუა ,რქუ,V.S3.O3.Sg,tell
684,6.5,ὁ ἄγγελος ,հրեշտակն.  ,ანგელოზმან მან  ,ანგელოზ,N.Erg.Sg,angel
685,6.5,αὐτῷ ,ցնա  ,ყრმასა მას:,ყრმა,N.Dat.Sg,young man
686,6.5,ἀνάτεμε ,Բա՛ց ,განაპე ,პ,V.S2.O3.Sg,cut
687,,,+դու զփոր  [you belly],,,,
688,6.5,τὸν ἰχθὺν ,"ձկանդ,  ",ეგე ,ეგე,PRON.Nom.Sg,it
689,6.5,καὶ ,եւ  ,და ,და,CONJ,and
690,6.5,λαβὼν,հա՛ն  ,გამოიღე,ღ,V.S2.O3.Sg,take
691,6.5,τὴν καρδίαν,զսիրտդ  ,გული,გულ,N.Nom.Sg,heart
692,,,,მაგისი,ეგე,PROM.Gen.Sg,its
693,6.5,καὶ ,եւ  ,და,და,CONJ,and
694,6.5,τὸ ἧπαρ ,զլեարդդ`,ნავღელი ,ნავღელ,N.Nom.Sg,bile
695,6.5,καὶ , եւ  ,და ,და,CONJ,and
696,6.5,τὴν χολὴν ,"զլեղիդ,  ",ტყირბი ,ტყირბ,N.Nom.Sg,spleen
697,6.5,×,եւ  ,და ,და,CONJ,and
698,6.5,θὲς ,դի՛ր,დადევ ,დ,V.S2.O3.Sg,put
699,6.5,,,ეგე,ეგე,PRON.Nom.Sg,it
700,6.5,ἀσφαλῶς,զգուշութեամբ,"კრძალულად,",კრძალულ,N.Adv.Sg,carefully
701,6.5,γὰρ,,რამეთუ ,რამეთუ,CONJ,since
702,6.5,χρήσιμον,,საჴმარ არს ,საჴმარ,N.Ads.Sg,use
703,,,,ეგე,ეგე,PRON.Nom.Sg,it
704,6.5,εἰς φάρμακον ,,წამლად.,წამალ,N.Adv.Sg,medicine
705,,,,,,,
706,,,,,,,
707,,,,,,,
708,,GI,Arm,OGeo,Lemma,Gram,Eng
709,6.6,καὶ ,Եւ ,და ,და,CONJ,and
710,,,,,,,
711,6.6,ἐποίησεν ,արար,ყო ,ყოფა,V.S3.O3.Sg,do
712,,,,ეგრე,ეგრე,ADV,so
713,6.6,τὸ παιδάριον ,պատանեակն ,ყრმამან მან. ,ყრმა,N.Erg.Sg,young man
714,6.6,τὸν δὲ ,եւ ,ხოლო ,ხოლო,CONJ,and
715,6.6,ἰχθὺν ,զձուկնն,თევზი იგი ,თევზ,N.Nom.Sg,fish
716,6.6,ὀπτήσαντες ,խորովեցին +եւ [and],შეწუეს,წუ,V.S3.O3.Sg,fry
717,6.6,καὶ,×,და,და,CONJ,and
718,6.6,ἔφαγεν ,կերան. ,შეჭამეს ,ჭამ,V.S3.O3.Sg,eat
719,6.6,καὶ ,×,და ,და,CONJ,and
720,,,,,,,
721,,,,ნეშტი იგი ,ნეშტ,N.Nom.Sg,the remains
722,,,,,,,
723,6.6,ἀφῆκεν,×,დაჰმარხეს,მარხ,V.S3.O3.Sg,burrry
724,6.6,ἡλισμένον,×,საგზალად. ,საგზალ,N.Adv.Sg,provisions
725,6.6,καὶ ,եւ +ապա [then],და ,და,CONJ,and
726,6.6,ἐπορεύθησαν,գնացին,წარვიდეს ,ვიდ,V.S3.Sh,go
727,6.6,ἀμφότεροι,երկոքեան ,ორნივე ,ორნივე,N.Nom.Sg,both
728,,,"՛ի միասին,",,,,
729,6.6,ἕως ,մինչեւ ,და ,და,CONJ,and
730,6.6,ἤγγισαν ,մօտ եղեն ,მოვიდეს ,ვიდ,V.S3.Pl,come
731,,,,ვიდრე,ვიდრე,ADV,until
732,6.6,εἰς Μηδίαν,յԵկբատանս: [y-Ek'bat'an-s],ხუჟიკეთამდე. [xužik'-etamde] ,ხუჟიკეთ,PN.Adv.Sg,Media
733,,,,,,,
734,,,,,,,
735,,,,,,,
736,,,,,,,
737,,,,,,,
738,,GI,Arm,OGeo,Lemma,Gram,Emg
739,6.7,καὶ,Եւ ,და,და,CONJ,and
740,6.7,εἶπεν ,ասէ  ,ჰრქუა ,რქუ,V.S3.O3.Sg,tell
741,6.7,τὸ παιδάριον ,պատանեակն  ,ტობია [t'obia],ტობია,PN.Erg.Sg,Tobia
742,6.7,τῷ ἀγγέλῳ ,ցհրեշտակն.  ,ანგელოზსა მას: ,ანგელოზ,N.Dat.Sg,angel
743,6.7,τί ,վասն ո՞յր  ,რაჲ ,რა,PRON.Nom.Sg,what
744,6.7,τὸ φάρμακον,,წამალ ,წამალა,N.Abs.Sg,medicine
745,6.7,ἐστιν ,բարձաք ,არს ,არ-ს,V.S3.Sg,be
746,6.7,ἡ καρδία ,1զսիրտս` ,"გული, ",,,
747,,,,და,და,CONJ,and
748,6.7,τὸ ἧπαρ ,3զլեարդս`  ,ტყირბი,ტყირბ,N.Nom.Sg,spleen
749,6.7,καὶ ,եւ  ,და,,,
750,6.7,ἡ χολὴ ,զլեղիս,ნავღელი,,,
751,,,,,,,
752,,,,,,,
753,,,,,,,
754,,GI,Arm,OGeo,Lemma,Gram,Eng
755,6.8,καὶ ,Եւ  ,ხოლო ,ხოლო,CONJ,and
756,,,,მან,იგი,PRON.Erg.Sg,he
757,6.8,εἶπεν ,ասէ  ,ჰრქუა ,რქუ,V.S3.O3.Sg,tell
758,6.8,αὐτῷ ,ցնա.  ,მას:,იგი,PRON.Dat.Sg,he
759,6.8,ἡ καρδία,Սի՛րտդ`  ,გული ,გულ,N.Nom.Sg,heart
760,6.8,καὶ,եւ  ,და ,და,CONJ,and
761,6.8,τὸ ἧπαρ ,"լեարդդ,  ",ტყირბი ,ტყირბ,N.Nom.Sg,spleen
762,6.8,κάπνισον ,,კუმევად ,კუმევა,N.Adv.Sg,incense
763,6.8,ἐνώπιον ,,წინაშე ,წინაშე,ADV,before
764,6.8,ἀνθρώπου ,,"კაცისა,",კაც,N.Gen.Sg,man
765,6.8,ᾧ ,,რომლისაჲ ,რომელ,PRON.Gen.Sg,which
766,,,,არნ,ყოფა,V.S3.Pl,are
767,6.8,ἀπάντημα,,შემთხუევაჲ,შემთხუევა,N.Nom.Sg,case
768,6.8,δαιμόνιον ,դեւ`  ,"ეშმაკისაჲ,",ეშმაკ,N.Gen.Sg,devil
769,6.8,ἢ,կամ  ,გინა,გინა,CONJ,or
770,6.8,πνεῦμα ,այսն  ,სულისა ,სულ,N.Gen.Sg,soul
771,6.8,πονηρόν ,"պիղծ,  ",ბოროტისაჲ.,ბოროტ,ADJ.Gen.Sg,evil
772,6.8,καὶ ,,და ,და,CONJ,and
773,6.8,φεύξεται,,ივლტინ ,ვლტ,V.S3.Sg,flee
774,6.8,ἀπ᾽ αὐτοῦ ,,მისგან. ,იგი,PRON.Gen.Sg,he
775,,,,,,,
776,,,,,,,
777,,,,,,,
778,,,,,,,
779,,,,,,,
780,,,,,,,
781,,GI,Arm,OGeo,Lemma,Gram,Eng
782,6.9,ἡ δὲ,եւ  ,და ,და,CONJ,and
783,6.9,χολή ,լեղիս` ,ნავღელი.,ნავღელ,N.Nom.Sg,bitter
784,6.9,ἐγχρῖσαι ,,ცხებად ,ცხება,N.Adv.Sg,anointing
785,6.9,ὀφθαλμούς,,"თუალთა, ",თუალ,N.Dat.Pl,eye
786,6.9,ὃς ,եթէ ոք ,რომელსა ,რომელ,PRON.Dat.Sg,which
787,,,,არნ ,ყოფა,V.S3.Pl,are
788,6.9,λευκώματα ,զլուսն  ,"თეთრი, ",თეთრ,ADJ.Nom.Sg,white
789,6.9,ἐμφυσῖσαι,օծանի՛ ,შთაბერვად,შთაბერვა,N.Adv.Sg,blowing
790,6.9,εἰς αὐτοὺς,սովաւ ,"მას,",იგი,PRON.Dat.Sg,it
791,6.9,καὶ ,եւ ,და ,და,CONJ,and
792,6.9,ἰαθήσεται,բժշկի,განიკურნიან,კურნ,V.S3.Pl,cure
793,,,,,,,
794,,,,,,,
795,,,,,,,
796,,GI,Arm,OGeo,Lemma,Gram,Eng
797,6.1,δὲ ,1Եւ,და ,და,CONJ,and
798,6.1,προσήγγισαν ,մերձեցան +նոքա [they],მიიწივნეს ,წივ,V.S3.Pl,approach
799,6.1,εἰς Ἐκβάτανα,՛ի Հռագուէ:[Hṙague],ეკბატანად. [ek'bat'an-ad],ეკბატანა,PN.Adv.Sg,Ekbatana
800,,,,,,,
801,,,,,,,
802,,,,,,,
803,,,,,,,
804,,GI,Arm,OGeo,Lemma,Gram,Eng
805,6.11,καὶ,,და ,და,CONJ,and
806,6.11,εἶπεν ,ասէ  ,ჰრქუა ,რქუ,V.S3.O3.Sg,tell
807,6.11,ὁ ἄγγελος,հրեշտակն  ,ანგელოზმან მან ,ანგელოზ,N.Erg.Sg,angel
808,6.11,τῷ παιδαρίῳ ,ցպատանեակն.  ,ყრმასა მას:,ყრმა,N.Dat.Sg,young man
809,6.11,παρὰ Ραγουηλ ,"առ Հռագուելայ, [Hṙaguel-ay] ",ჰრაგუელის [hraguel-is],ჰრაგუელ,PN.Gen.Sg,Hraguel
810,,,,,,,
811,,,,სადა,სადა,ADV,where
812,6.11,δεῖ ,×,ჯერ-არს ,ჯერ-ყოფა,V.S3.Sg,worthy
813,6.11,ἡμᾶς ,×,ჩუენდა ,ჩუენ,PRON.Adv.Sg,us
814,6.11,αὐλισθῆναι,×,განსუენებაჲ,განსუენება,N.Nom.Sg,rest
815,6.11,σήμερον,×,"დღეს, ",დღეს,ADV,today
816,6.11,καὶ ,եւ  ,და,და,CONJ,and
817,6.11,ὁ ἄνθρωπος,նա ինքն  ,კაცი იგი ,კაც,N.Nom.Sg,man
818,6.11,συγγενής ,ազգական  ,ნათესავისა  ,ნათესავ,N.Nom.Sg,relative
819,6.11,ἐστιν,1է,"არს, ",არ-ს,V.S3.Sg,be
820,6.11,καὶ ,եւ  ,და ,და,CONJ,and
821,6.11,θυγάτηρ ,"դուստր, ",ასული ,ასულ,N.Nom.Sg,daughter
822,,,+եւ [and] ,,,,
823,6.11,μία,,ერთი,ერთ,Num.Nom.Sg,one
824,6.11,ὑπάρχει,,უვის ,ვ,V.S3.O3.Sg,have
825,6.11,αὐτῷ,,მას ,იგი,PRON.Dat.Sg,he
826,6.11,καὶ,,და,და,CONJ,and
827,6.11,τῷ εἴδει,,ხილვითა  ,ხილვა,N.Inst.Sg,see
828,6.11,καλὴ,,კეთილი ,კეთილ,ADJ.Nom.Sg,kind
829,,,,ფრიად,ფრიად,ADV,very
830,,,,,,,
831,,,,,,,
832,,,,,,,
833,,GI,Arm,OGeo,Lemma,Gram,Eng
834,6.12,ὅτι ,զի ,და ,და,CONJ,and
835,6.12,τὸ δικαίωμα,ա՛նկ ,სამართალ ,სამართალ,N.Abs,justice
836,6.12,ἐστι,է ,არს,არ-ს,V.S3.Sg,be
837,6.12,κληρονομῆσαι,ժառանգութիւն ,დამკჳდრებად ,დამკჳდრება,N.Adv.Sg,inheritence
838,,,+աղջկանն. [girl],,,,
839,6.12,τῷ πατρὶ ,,მამაჲ ,მამა,N.Nom.Sg,father
840,6.12,αὐτῆς,,მისი.,მის,PRON.Gen.Sg,his
841,6.12,καὶ ,եւ,და ,და,CONJ,and
842,6.12,σοι,դու ,შენდა ,შენ,PRON.Dat.Sg,you
843,6.12,δικαίωμα,,სამართალ ,სამართალ,N.Abs.Sg,justice
844,,,,არს,არ-ს,V.S3.Sg,be
845,6.12,λαβεῖν,,მოყვანებად ,მოყვანება,N.Adv.Sg,bring
846,6.12,αὐτὴν," նորա,  ","იგი, ",იგი,PRON.Nom.Sg,she
847,,,,რამეთუ,რამეთუ,CONJ,that
848,6.12,σοι,,შენდა ,შენ,PRON.Dat.Sg,you
849,6.12,ἐγγίζει,,მახლობელ ,მახლობელ,N.Abs.Sg,near
850,,,,,,,
851,,,,არს,არ-ს,V.S3.Sg,be
852,,,,იგი,იგი,PRON.Nom.Sg,he
853,6.12,παρὰ πάντας,,"უმეტეს ყოველთა, ",უმეტეს,N.Abs.Sg,most
854,6.12,καὶ ,եւ  ,და ,და,CONJ,and
855,6.12,αὐτὴ,,იგი ,იგი,PRON.Nom.Sg,she
856,6.12,ἀνδρεία,×,მჴნე ,მჴსნე,ADJ.Nom.Sg,cheerful
857,6.12,ἐστιν,×,არს,არ-ს,V.S3.Sg,be
858,6.12,καὶ,եւ ,და ,და,CONJ,and
859,6.12,φρόνιμόν ,իմաստուն: ,გონიერ ,გონიერ,ADJ.Abs.Sg,clever
860,6.12,λίαν,×,ფრიად. ,ფრიად,ADV,very
861,6.12,καὶ ,×,და ,და,CONJ,and
862,6.12,ὁ πατὴρ ,×,მამასა ,მამა,N.Dat.Sg,father
863,6.12,αὐτῆς ,×,მისსა ,მის,PRON.Gen.Sg,her
864,6.12,ἀγαπᾷ,×,უყუარს ,ყუარ,V.S3.O3.Sg,love
865,6.12,αὐτήν,×,იგი.,იგი,PRON.Nom.Sg,she
866,,,,,,,
867,,GI,Arm,OGeo,Lemma,Gram,Eng
868,6.13,καὶ ,Եւ  ,და ,და,CONJ,and
869,6.13,νῦν ,արդ  ,აწ ,აწ,ADV,now
870,6.13,ἄκουσόν,լո՛ւր ,ისმინე ,სმინ,V.S2.O3.Sg,hear
871,6.13,μου ,ինձ,ჩემი,ჩემ,PRON.Nom.Sg,my
872,6.13,καὶ ,եւ  ,და ,და,CONJ,and
873,6.13,λαλήσω ,խօսեցայց  ,ვეტყოდი ,ტყ,V.S3.O3.Sg,tell
874,6.13, αὐτῆς,"աղջկանն,  [of girl]",მისთჳს ,იგი,PRON.Gen.Sg,he
875,6.13,καὶ,×,და ,და,CONJ,and
876,6.13,ἁρμωσόμεθά,×,მოგითხოვო ,თხოვ,V.S1.O2.O3.Sg,ask
877,6.13,αὐτὴν,×,იგი,იგი,PRON.Nom.Sg,he
878,6.13,σήμερον,×,დღეს.,დღეს,ADV,today
879,6.13,καὶ ,եւ  ,და ,და,CONJ,and
880,6.13,ὅταν ,յորժամ  ,ოდეს ,ოდეს,ADV,when
881,6.13,ὑποστρέψωμεν ,դարձցուք մեք այսրէն  ,მოვიქცეთ ,ქც,V.S3.Sg,turn
882,6.13,ἐκ Ῥάγων ,՛ի Հռագուացւոց  [Hṙagua-cwoc],"ჰრაგავით, [hragav-it]",ჰრაგა,PN.Sg,Hraga
883,,,,მაშინ,მაშინ,ADV,then
884,6.13,ποιήσομεν ,արասցուք քեզ pr անտի`[there],ვყოთ ,ყოფა,V.S1.O3.Pl,do
885,6.13,τὸν γάμον ,զհարսանիսն.  ,ქორწილი ,ქორწილ,N.Nom.Sg,wedding
886,6.13,αὐτῆς,×,მისი;,მის,PRON.Gen.Sg,his
887,6.13,ἐπίσταμαι,գիտե՛մ +ես  [I],"ვიცი,",ც,V.S1.O3.Sg,know
888,6.13,Ραγουηλ,"զՀռագուէլ,  [z-Hṙaguel]",ჰრაგუელს [hraguel-s],ჰრაგუელ,Pn.Dat.Sg,Hraguel
889,6.13,ὅτι,զի  ,რამეთუ ,რამეთუ,CONJ,since
890,6.13,οὐ μὴ,ո՛չ  ,ვერ ,ვერ,PRT,not
891,6.13,δύναται,տացէ  ,ჴელ-ეწიფოს ,ჴელ-წიფება,V.S3.O3.Sg,able
892,6.13,ἀντειπεῖν,×,სიტყჳსგებად ,სიტყჳსგება,N.Adv.Sg,tell
893,6.13,σοι,×,"შენდა,",შენ,PRON.Dat.Sg,you
894,6.13,ὅτι ,×,რამეთუ,რამეთუ,CONJ,since
895,6.13,σὺ ,×,შენდა ,შენ,PRON.Dat.Sg,you
896,,,,არს,არ-ს,V.S3.Sg,be
897,6.13,ἄρχεις ,×,თჳსობაჲ,თჳსობა,N.Nom.Sg,relationship
898,6.13,αὐτῆς,×,მისი,მის,PRON.Gen.Sg,his
899,6.13,παρὰ πάντα,×,უფროჲს ყოველთა,უფროჲს,N.Abs.Sg,most
900,6.13,τὰ ἔθνη,×,"კაცთა,",კაც,N.Dat.Pl,man
901,6.13,ὅτι,×,რამეთუ,რამეთუ,CONJ,since
902,6.13,γινώσκει,×,"იცის,",ც,V.S3.O3.Sg,know
903,6.13,ἐάν,×,უკუეთუ,უკუეთუ,CONJ,whether
904,6.13,δώσει,×,მისცეს,ც,V.S3.O3.Sg,give
905,6.13,αὐτὴν ,զնա  ,იგი,იგი,PRON.Nom.Sg,she
906,6.13,ἑτέρῳ,օտարի  ,სხუასა,სხუა,ADJ.Dat.Sg,other
907,6.13,ἀνδρὶ,առն  ,ქმარსა ,ქმარ,N.Dat.Sg,husband
908,6.13,ὀφελεί,×,თანა-მდებ,თანა-მდებ,N.Abs.Sg,standing by
909,,,,არს,არ-ს,V.S3.Sg,be
910,6.13,θάνατον,×,სიკუდილისა,სიკუდილ,N.Gen.Sg,death
911,6.13,κατὰ τὸν νόμον,ըստ օրինացն  ,სამართლისაებრ,სამართალ,N.Gen.Sg,justice
912,6.13,×,×,წიგნისა ,წიგნ,N.Gen.Sg,book
913,6.13,Μωυσέως,"Մովսիսի, [Movsis-i]",მოსესისა. [mose-sisa],მოსე,PN.Gen.Sg,Moses
914,6.13,καὶ,վասն զի եւ  ,და ,და,CONJ,and
915,6.13,λαβόντες,առնուլ  ,მოვიყვანოთ ,ყვან,V.S1.O3.Pl,bring
916,6.13,αὐτὴν ,×,იგი,იგი,PRON.Nom.Sg,she
917,6.13,καὶ ,×,და.,და,CONJ,and
918,6.13,ἀπάξομεν ,×,მივიყვანოთ ,ყვან,V.S1.O3.Pl,bring
919,6.13,πρὸς τὸν πατερα,×,მამისა ,მამა,N.Gen.Sg,father
920,6.13,σου,×,შენისა,შენ,PRON.Gen.Sg,you
921,,,,,,,
922,,GI,Arm,OGeo,Lemma,Gram,Eng
923,6.14,καὶ,Յայնժամ ,და ,და,CONJ,and
924,,,,,,,
925,6.14,εἶπεν ,ասէ՛ ,ჰრქუა ,რქუ,V.S3.O3.Sg,tell
926,6.14,Τωβιας,×,ტობია [t'obia],ტობია,PN.Nom.Sg,Tobia
927,6.14,τῷ ἀγγέλῳ ,ցհրեշտակն. ,ანგელოზსა:,ანგელოზ,N.Dat.Sg,angel
928,6.14,ἤκουσα,2լուեալ է ,"მასმიეს, ",სმ,V.S1.O3.Sg,hear
929,6.14,ἄδελφε ,1Եղբայր ,"ძმაო, ",ძმა,N.Voc.Sg,brother
930,,,,"+მისთჳს,",იგი,PRON.Gen.Sg,for her
931,6.14,ὅτι,վասն ,რამეთუ ,რამეთუ,CONJ,that
932,6.14,ἐδόθη,տուեալ +էզնա [she],მიცემულ არს ,მიცემულ,N.Abs.Sg,given
933,,,,იგი,იგი,PRON.Nom.Sg,she
934,6.14,ἀνδράσιν ,"առն, ",ქმართა,ქმარ,N.Dat.Pl,husband
935,6.14,καὶ ,եւ ,და ,და,CONJ,and
936,6.14,ἀπέθανον,մեռեալ են ,მოსწყდიან ,წყდ,V.S1.Pl,die
937,,,,+იგინი [they],იგინი,PRON.Nom.Pl,they
938,6.14,ἐν τῷ νυμφῶνι ,յառագաստի ,სასძლოსა შინა ,სასძლო,N.Dat.Sg,bride
939,6.14,αὐτῶν ,×,მათსა ,მათ,PRON.Dat.Pl,their
940,6.14,τὴν νύκτα ,×,"ღამე, ",ღამე,N.Nom.Sg,night
941,6.14,ὁπότε ,×,რაჲ ,რაჲ,ADV,when
942,6.14,εἰσεπορεύοντο ,×,შევიდიან ,ვიდ,V.S3.Pl,enter
943,6.14,πρὸς αὐτήν ,×,მისა. ,იგი,PRON.Gen.Sg,she
944,6.14,καὶ ,×,და ,და,CONJ,and
945,6.14,ἤκουσα ,×,"მესმა, ",სმ,V.S1.O3.Sg,hear
946,6.14,λεγόντων ,×,იტყოდეს ,ტყ,V.S3.O3.Sg,say
947,,,,,,,
948,,,,"+ვინმე, ",ვინმე,PRON.Nom.Sg,somebody
949,6.14,ὅτι ,×,ვითარმედ ,ვითარმედ,CONJ,that
950,6.14,δαιμόνιον ,×,ეშმაკმან ,ეშმაკ,N.Erg.Sg,devil
951,6.14,ἀποκτέννει ,×,მოსრნის ,სრ,V.S3.O3.Pl,kill
952,6.14,αὐτούς,×,იგინი. ,იგინი,PRON.Nom.PL,they
953,,,,,,,
954,,GI,Arm,OGeo,Lemma,Gram,Eng
955,6.15,καὶ ,եւ  ,და ,და,CONJ,and
956,6.15,νῦν ,×,აწ ,აწ,ADV,now
957,6.15,φοβοῦμαι ,երկնչիմ ,მეშინის ,შინ,V.S1.Sg,fear
958,6.15,ἐγώ,×,მე,მე,PRON.Dat.Sg,I
959,6.15,ἀπὸ τοῦ πνευματος τοῦ ἀκαθάρτου,×,"ეშმაკისა მის, ",ეშმაკ,N.Gen.Sg,devil
960,6.15,ὅτι , զի +ունի զաղջիկն [has girl],რამეთუ ,რამეთუ,CONJ,since
961,6.15,φιλεῖ ,սիրէ ,ჰყუარობს ,ყუარ,V.S3.O3.Sg,love
962,,φιλεῖ,սիրէ ,იგი,იგი,PRON.Nom.Sg,she
963,6.15,αὐτήν,զնա.,მას ,იგი,PRON.Dat.Sg,he
964,6.15,καὶ,×,და ,და,CONJ,and
965,6.15,αὐτὴν,×,მას ,იგი,PRON.Dat.Sg,he
966,6.15,οὐκ ,ո՛չ ,არაჲ ,არა,PRON.Nom.Sg,not
967,6.15,ἀδικεῖ ,մերձենայ ,"ავნის, ",ვნ,V.S3.O3.Sg,hurt
968,6.15,ὃς ἂν ,×,უკუეთუ ,უკუეთუ,CONJ,whether
969,,,,ვის,ვინ,PRON.Dat.Sg,who
970,6.15,θελήσῃ ,×,ჰნებავნ,ნებ,V.S3.O3.Sg,want
971,6.15,ἐγγίσαι ,×,მიახლებად,მიახლება,N.Adv.Sg,approach
972,6.15,αὐτῆς ,×,"მისა,",იგი,PRON.Dat.Sg,she
973,6.15,ἀποκτέννει ,×,მოკლის,კლ,V.S3.O3.Sg,kill
974,6.15,αὐτόν ,×,იგი;,იგი,PRON.Nom.Sg,he
975,6.15,μήποτε οὖν,×,ნუუკუე,ნუუკუე,CONJ,whether
976,6.15,ἀποθάνω,×,მოვკუდე ,კუდ,V.S1.Sg,die
977,6.15,καὶ,×,და ,და,CONJ,and
